FCLTY_NM,MRHST_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,HMPG_URL,BLOG_URL,FACEBOOK_URL,INSTGRM_URL,RSTDE_GUID_CN,OPER_TIME,FRE_PARKNG_AT,CHGD_PARKNG_AT,ENTRN_PRICE_AT,ENTRN_POSBL_BN_VALUE,DSPSN_TOILET_AT,NRSGRM_AT,STROLLER_LEND_AT,KIDS_ZONE_AT
공현진1리해수욕장,,문화관광/명소,관광지,해수욕장,강원도,고성군,죽왕면,공현진리,,,,38.35727077,128.4981875,,,강원도 고성군 죽왕면 공현진리,336803356,https://www.gwgs.go.kr/prog/tursmCn/tour/sub02_02/view.do?cntno=64,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
공현진2리해수욕장,,문화관광/명소,관광지,해수욕장,강원도,고성군,죽왕면,공현진리,,,,38.35727077,128.4981875,,,강원도 고성군 죽왕면 공현진리,336803356,http://gonghyeonjin.co.kr/,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
곶감체험방문자센터,,문화관광/명소,관광지,N,강원도,강릉시,강동면,모전리,507,둔지길,81,37.71684144,128.9559506,25627,강원도 강릉시 강동면 둔지길 81,강원도 강릉시 강동면 모전리 507,336456116,,,,,,,Y,N,N,연령제한없음,N,N,N,Y
과일나라테마공원,,문화관광/명소,관광지,테마공원/대형놀이공원,충청북도,영동군,영동읍,매천리,Feb-39,,,36.16124127,127.7914485,29142,,충청북도 영동군 영동읍 매천리 39-2,,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,Y,N,Y
과일나라테마공원레인보우식물원,,문화관광/명소,관광지,식물원,충청북도,영동군,영동읍,매천리,141-1,영동힐링로,241-42,36.16237128,127.7898216,29142,충청북도 영동군 영동읍 영동힐링로 241-42,충청북도 영동군 영동읍 매천리 141-1,437403652,,,,,월요일,"하절기 09:00~18:00, 동절기 08:00~17:30",Y,N,N,연령제한없음,N,Y,N,Y
과일나라테마공원세계과일조경원,,문화관광/명소,관광지,N,충청북도,영동군,영동읍,매천리,Jan-44,영동힐링로,241-37,36.1616289,127.7902697,29142,충청북도 영동군 영동읍 영동힐링로 241-37,충청북도 영동군 영동읍 매천리 44-1,437403651,http://ht.yd21.go.kr/fruit/,,,,연중무휴,"[동절기] 10:00~17:00, [하절기] 09:30~17:30",Y,N,N,연령제한없음,N,N,N,Y
과천문화원,,전시/공연,영화/연극/공연,공연/연극/문화센터,경기도,과천시,문원동,,07월 31일,문원로,Jan-40,37.42834358,127.0017944,13828,경기도 과천시 문원로 40-1,경기도 과천시 문원동 31-7,25046513,,,,,"주말, 공휴일",09:00~18:00,Y,N,N,연령제한없음,N,N,N,Y
과천야생화자연학습장,,문화관광/명소,관광지,식물원,경기도,과천시,갈현동,,520,,,37.42077546,126.9710051,13811,,경기도 과천시 갈현동 520,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
과천향토사료관,,전시/공연,전시/기념관,기타전시/박물관,경기도,과천시,문원동,,07월 31일,문원로,Jan-40,37.42834358,127.0017944,13828,경기도 과천시 문원로 40-1,경기도 과천시 문원동 31-7,25046513,http://www.gccc.or.kr/,,,,주말,10:00~18:00,Y,N,N,연령제한없음,N,N,N,Y
과학전시관,,전시/공연,전시/기념관,대형전시/박물관,경기도,성남시 분당구,정자동,,206,불정로,90,37.35878235,127.1149363,13606,경기도 성남시 분당구 불정로 90,경기도 성남시 분당구 정자동 206,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
과학전시관동부분관,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,중랑구,면목동,,380,면목로23길,20,37.57489173,127.083439,2245,서울특별시 중랑구 면목로23길 20,서울특별시 중랑구 면목동 380,222099906,,,,,"주말, 월요일",09:30~17:30,Y,N,N,연령제한없음,N,N,N,Y
곽지해수욕장,,문화관광/명소,관광지,해수욕장,제주특별자치도,제주시,애월읍,곽지리,1565,,,33.45078379,126.3055372,63034,,제주특별자치도 제주시 애월읍 곽지리 1565,,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
관노가면극전수교육관,,전시/공연,전시/기념관,기타전시/박물관,강원도,강릉시,지변동,,644,죽헌길44번길,27,37.7750908,128.8774086,25465,강원도 강릉시 죽헌길44번길 27,강원도 강릉시 지변동 644,336431301,https://www.gn.go.kr/www/contents.do?key=674,,,,,,Y,N,N,연령제한없음,N,N,N,Y
관덕정순교기념관,,전시/공연,전시/기념관,기타전시/박물관,대구광역시,중구,남산동,,938-19,관덕정길,11,35.86516311,128.5911199,41967,대구광역시 중구 관덕정길 11,대구광역시 중구 남산동 938-19,532540151,http://www.daegusaint.org/,,,,월요일,09:30~17:00,N,N,N,연령제한없음,N,N,N,Y
관동유적모형관,,전시/공연,전시/기념관,기타전시/박물관,경상남도,김해시,관동동,,1123-1,율하2로,258,35.17819762,128.8213385,51016,경상남도 김해시 율하2로 258,경상남도 김해시 관동동 1123-1,553303114,,https://blog.naver.com/gimhae4you/222206254135,,,"월요일, 1월 1일",09:00~18:00,Y,N,N,연령제한없음,N,N,N,Y
관매도해수욕장,,문화관광/명소,관광지,해수욕장,전라남도,진도군,조도면,관매도리,,,,34.23703216,126.0550808,,,전라남도 진도군 조도면 관매도리,615440151,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
관문사성보박물관,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,서초구,우면동,,56,바우뫼로7길,111,37.47375033,127.0222823,6762,서울특별시 서초구 바우뫼로7길 111,서울특별시 서초구 우면동 56,234605300,https://www.gwanmunsa.org/,,,,월요일,10:00~18:00,N,Y,N,연령제한없음,N,N,N,Y
관문성,,문화관광/명소,명승지,성/성터,경상북도,경주시,외동읍,모화리,176,,,35.67019334,129.334528,38208,,경상북도 경주시 외동읍 모화리 176,547796100,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?pageNo=1_1_2_0&ccbaCpno=1333700480000,,,,연중무휴,00:00~24:00,N,N,N,연령제한없음,N,N,N,Y
관산리은골구기자마을자연학습체험장,,문화관광/명소,관광지,N,충청남도,청양군,비봉면,관산리,210-2,은골길,119,36.52073082,126.7984838,33316,충청남도 청양군 비봉면 은골길 119,충청남도 청양군 비봉면 관산리 210-2,,,,,,,,Y,N,N,연령제한없음,N,N,N,Y
관성솔밭해변,,문화관광/명소,관광지,해수욕장,경상북도,경주시,양남면,수렴리,,,,35.66425387,129.4463896,,,경상북도 경주시 양남면 수렴리,,http://www.khoa.go.kr/safety_map/lesu/details.do?p=bd&code=BCH043,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
관성야외공연장,,전시/공연,영화/연극/공연,공연/연극/문화센터,충청북도,옥천군,옥천읍,문정리,476,관성로,35,36.30209032,127.5731251,29039,충청북도 옥천군 옥천읍 관성로 35,충청북도 옥천군 옥천읍 문정리 476,437338011,,,,,공휴일,09:00~18:00,Y,N,N,연령제한없음,N,N,N,Y
관세박물관,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,강남구,논현동,,71,언주로,721,37.51830058,127.0337788,6050,서울특별시 강남구 언주로 721,서울특별시 강남구 논현동 71,25101083,https://www.customs.go.kr/seoul/cm/cntnts/cntntsView.do?mi=3796&cntntsId=1221,,,,"주말, 법정공휴일",10:00~17:00,Y,N,N,연령제한없음,N,N,N,Y
관수정,,문화관광/명소,관광지,N,경상남도,합천군,쌍책면,성산리,535,성산큰길,63-15,35.57694345,128.2806207,50252,경상남도 합천군 쌍책면 성산큰길 63-15,경상남도 합천군 쌍책면 성산리 535,559303177,https://www.hc.go.kr/06571/06781/06795.web?amode=view&idx=588&cpage=4,,,,,,N,N,N,연령제한없음,N,N,N,Y
관악문화원,,전시/공연,영화/연극/공연,공연/연극/문화센터,서울특별시,관악구,신림동,,209-1,신림로3길,35,37.46759765,126.9448709,8825,서울특별시 관악구 신림로3길 35,서울특별시 관악구 신림동 209-1,28855975,http://www.gacc.or.kr/,,,,연중무휴,09:00~17:00,Y,N,N,연령제한없음,Y,Y,N,Y
관악산산림욕장,,문화관광/명소,관광지,휴양림/수목원,경기도,안양시 동안구,비산동,,산22,평촌대로476번길,Feb-30,37.41473638,126.9556254,13915,경기도 안양시 동안구 평촌대로476번길 30-2,경기도 안양시 동안구 비산동 산 22,,,,,,연중무휴,,N,N,N,연령제한없음,N,N,N,Y
관악산서울유아숲체험현장,,문화관광/명소,관광지,N,서울특별시,관악구,봉천동,,산25,인헌12길,Mar-46,37.470894,126.9640382,8798,서울특별시 관악구 인헌12길 46-3,서울특별시 관악구 봉천동 산 25,287965874,,,,,연중무휴,00:00~24:00,N,Y,N,연령제한없음,N,N,N,Y
관악산야외식물원,,문화관광/명소,관광지,식물원,서울특별시,관악구,신림동,,205-1,,,37.46205513,126.9481648,8825,,서울특별시 관악구 신림동 205-1,28796524,,,,,연중무휴,00:00~24:00,N,Y,N,연령제한없음,N,N,N,Y
관악수목원,,문화관광/명소,관광지,휴양림/수목원,경기도,안양시 만안구,석수동,,산11-2,예술공원로245번길,150-1,37.43130258,126.9422634,13911,경기도 안양시 만안구 예술공원로245번길 150-1,경기도 안양시 만안구 석수동 산 11-2,314730071,https://arbor.snu.ac.kr/,,,,주말,10:00~17:00,N,N,N,연령제한없음,N,N,N,Y
관음굴,,문화관광/명소,관광지,N,경상북도,울릉군,북면,천부리,,,,37.52892137,130.8900028,,,경상북도 울릉군 북면 천부리,335419266,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
관인숯골마을전통음식체험관,,문화관광/명소,관광지,N,경기도,포천시,관인면,탄동리,441-3,숯골길,108,38.14779451,127.2522824,11101,경기도 포천시 관인면 숯골길 108,경기도 포천시 관인면 탄동리 441-3,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
관저마을역사관,,전시/공연,전시/기념관,기타전시/박물관,대전광역시,서구,관저동,,1551-7,관저남로25번길,17,36.2956934,127.3373679,35383,대전광역시 서구 관저남로25번길 17,대전광역시 서구 관저동 1551-7,,,,,,주말,10:00~16:00,N,N,N,연령제한없음,N,N,N,Y
관저문예회관,,전시/공연,영화/연극/공연,공연/연극/문화센터,대전광역시,서구,관저동,,1199,관저동로105번길,20,36.30167117,127.3395501,35378,대전광역시 서구 관저동로105번길 20,대전광역시 서구 관저동 1199,422882790,https://www.seogu.go.kr/art/contents/dms/main.jsp,,,,월요일,09:00~18:00,Y,N,N,공연별 상이,N,N,N,N
관폭대,,문화관광/명소,관광지,N,충청북도,제천시,덕산면,월악리,산1-1,,,36.84828875,128.1411034,,,충청북도 제천시 덕산면 월악리 산 1-1,,,,,,연중무휴,00:00~24:00,N,N,N,연령제한없음,N,N,N,N
관훈갤러리,,전시/공연,전시/기념관,미술관,서울특별시,종로구,인사동,,235,종로11길,11,37.57090999,126.9854441,3164,서울특별시 종로구 종로11길 11,서울특별시 종로구 인사동 235,27336469,http://www.kwanhoongallery.com/,,https://www.facebook.com/kwanhoongallery,https://www.instagram.com/kwanhoongallery/,"일요일, 연휴는 별도 문의",10:30~18:00,N,N,N,연령제한없음,N,N,N,Y
관훈미술관,,전시/공연,전시/기념관,미술관,서울특별시,종로구,관훈동,,192-11,인사동9길,7,37.57367857,126.9847345,3149,서울특별시 종로구 인사동9길 7,서울특별시 종로구 관훈동 192-11,27336469,http://www.kwanhoongallery.com/,,https://www.facebook.com/kwanhoongallery,https://www.instagram.com/kwanhoongallery?igshid=1c4r8ewa7yc97,월요일,10:30~18:30,N,N,N,연령제한없음,N,N,N,Y
광교물순환센터,,전시/공연,전시/기념관,기타전시/박물관,경기도,수원시 영통구,하동,,1024,광교호수로,75,37.27588505,127.0662683,16514,경기도 수원시 영통구 광교호수로 75,경기도 수원시 영통구 하동 1024,315462770,,,,,,,N,N,N,연령제한없음,N,N,N,Y
광교산산림욕장,,문화관광/명소,관광지,휴양림/수목원,경기도,수원시 장안구,조원동,,산6,,,37.30904113,127.0217908,,,경기도 수원시 장안구 조원동 산 6,,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
광교산생태학교,,문화관광/명소,관광지,N,경기도,수원시 장안구,하광교동,,402,,,37.30191104,127.0321351,16213,,경기도 수원시 장안구 하광교동 402,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
광교호수공원,,문화관광/명소,관광지,N,경기도,수원시 영통구,하동,,1024,광교호수로,127,37.28067243,127.0659905,16514,경기도 수원시 영통구 광교호수로 127,경기도 수원시 영통구 하동 1024,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
광나루안전체험관,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,광진구,능동,,18,능동로,238,37.55131484,127.0771744,4991,서울특별시 광진구 능동로 238,서울특별시 광진구 능동 18,220494061,https://fire.seoul.go.kr/gwangnaru/main/main.do,,,,주말,10:00~17:00,N,Y,N,보호자 없이 아이만 입장 및 체험은 불가하며 체험에 참여하지 않는 분은 체험관 내에서 대기가 불가,Y,Y,Y,Y
광난두정자각,,문화관광/명소,관광지,N,인천광역시,옹진군,대청면,대청리,1322-1,대청남로,403,37.80812643,124.6854662,23105,인천광역시 옹진군 대청면 대청남로 403,인천광역시 옹진군 대청면 대청리 1322-1,,,,,,연중무휴,00:00~24:00,N,N,N,연령제한없음,N,N,N,Y
광대곡유원지,,문화관광/명소,관광지,일반유원지/일반놀이공원,강원도,정선군,화암면,몰운리,59,광대곡길,47,37.31538857,128.81707,26117,강원도 정선군 화암면 광대곡길 47,강원도 정선군 화암면 몰운리 59,15449053,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=9f13d428-fddc-4655-889a-7a8bebc1aad6,,,,연중무휴,00:00~24:00,N,N,N,연령제한없음,N,N,N,Y
광덕계곡관광지,,문화관광/명소,관광지,N,강원도,화천군,사내면,광덕리,산234-10,포화로,580,38.07627777,127.4815925,24150,강원도 화천군 사내면 포화로 580,강원도 화천군 사내면 광덕리 산 234-10,334421211,,,,,,,N,N,N,연령제한없음,N,N,N,Y
광덕곤충농장,,문화관광/명소,관광지,N,충청남도,천안시 동남구,광덕면,매당리,Jul-82,광풍로,890-26,36.70280372,127.1101994,31221,충청남도 천안시 동남구 광덕면 광풍로 890-26,충청남도 천안시 동남구 광덕면 매당리 82-7,,,,,,연중무휴,11:00~17:00 (가족체험은 주말과 공휴일에만 운영),Y,N,Y,연령제한없음,N,N,N,Y
광덕빗자루공예사,,전시/공연,영화/연극/공연,N,충청북도,제천시,화산동,,686,내토로43안길,34,37.12829612,128.2173052,27182,충청북도 제천시 내토로43안길 34,충청북도 제천시 화산동 686,436471535,https://tour.jecheon.go.kr/base/tour/contents/view?clturCntntsNo=115&menuLevel=3&menuNo=101,,,,,,N,N,N,연령제한없음,N,N,N,Y
광덕쉼터,,문화관광/명소,관광지,N,충청남도,천안시 동남구,광덕면,광덕리,403-9,광풍로,264,36.67465099,127.0536174,31220,충청남도 천안시 동남구 광덕면 광풍로 264,충청남도 천안시 동남구 광덕면 광덕리 403-9,,,,,,,,Y,N,N,연령제한없음,N,N,N,Y
광릉,,문화관광/명소,관광지,일반유원지/일반놀이공원,경기도,남양주시,진접읍,부평리,246-4,광릉수목원로,354,37.74913663,127.1761867,12001,경기도 남양주시 진접읍 광릉수목원로 354,경기도 남양주시 진접읍 부평리 246-4,315277105,http://royaltombs.cha.go.kr/html/HtmlPage.do?pg=/new/html/portal_01_02_01.jsp&mn=RT_01_022,,,,월요일(공휴일과 겹칠경우 다음날),"[2~5월, 9~10월] 09:00~18:00, [6~8월] 09:00~18:30, [11~1월] 09:00~17:30",N,Y,Y,연령제한없음,N,N,N,Y
광릉분재예술공원,,문화관광/명소,관광지,테마공원/대형놀이공원,경기도,포천시,소흘읍,직동리,216-8,죽엽산로631번길,Jan-60,37.78189514,127.1693128,11186,경기도 포천시 소흘읍 죽엽산로631번길 60-1,경기도 포천시 소흘읍 직동리 216-8,315425755,https://provencevillage.imweb.me/,,,https://www.instagram.com/kr.provencevillage/,,,Y,N,Y,연령제한없음,N,N,N,Y
광명극장,,전시/공연,영화/연극/공연,N,경기도,광명시,하안동,,718-2,철망산로,2,37.46676411,126.8699008,14245,경기도 광명시 철망산로 2,경기도 광명시 하안동 718-2,226218890,http://www.gm-arte.or.kr/,,,https://www.instagram.com/gmcf.official/,공연별 상이,공연별 상이,Y,N,Y,공연별 상이,N,N,N,Y
광명동굴복합테마파크(2026년1월예정),,문화관광/명소,관광지,테마공원/대형놀이공원,경기도,광명시,가학동,,Jan-34,,,37.42656288,126.8657261,14341,,경기도 광명시 가학동 34-1,,,,,,,,N,N,N,문의,N,N,N,N
광명동굴VR체험관,,전시/공연,전시/기념관,N,경기도,광명시,가학동,,27,가학로85번길,142,37.42467857,126.8634321,14341,경기도 광명시 가학로85번길 142,경기도 광명시 가학동 27,226102047,https://www.gm.go.kr/cv/index.do,,,,월요일,09:30~17:50 (매표 시간 : 09:00~17:00),Y,N,Y,연령제한없음,N,N,N,Y
광명문화원공연장 광명문화극장,,전시/공연,영화/연극/공연,N,경기도,광명시,하안동,,683,철망산로,42,37.4674687,126.8732102,14245,경기도 광명시 철망산로 42,경기도 광명시 하안동 683,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
광명문화의집,,전시/공연,영화/연극/공연,공연/연극/문화센터,경기도,광명시,광명동,,273-4,너부대로32번길,03월 15일,37.47668536,126.849739,14289,경기도 광명시 너부대로32번길 15-3,경기도 광명시 광명동 273-4,226218839,https://www.lifegmcf.kr/,,,,,,Y,N,N,연령제한없음,N,N,N,Y
광명문화재단,,전시/공연,영화/연극/공연,N,경기도,광명시,철산동,,222-1,시청로,20,37.47909912,126.8648475,14234,경기도 광명시 시청로 20,경기도 광명시 철산동 222-1,226218845,http://www.gmcf.or.kr,,,,월요일,"화~토 09:00~21:00, 일 09:00~19:00",Y,Y,N,연령제한없음,N,Y,N,Y
광명시청년동,,전시/공연,영화/연극/공연,공연/연극/문화센터,경기도,광명시,철산동,,419,오리로854번길,10,37.47436903,126.8684667,14240,경기도 광명시 오리로854번길 10,경기도 광명시 철산동 419,220668134,https://gmyouthzone.org/main/main.php,,,https://www.instagram.com/gm_youthzone/?hl=ko,"월요일, 공휴일","화-토 09:00~22:00, 일 09:00~18:00",Y,N,Y,광명시 거주 및 활동하는 만 8세 이상 만 34세 이하 청년,N,N,N,N
광명업사이클아트센터,,전시/공연,전시/기념관,기타전시/박물관,경기도,광명시,가학동,,27,가학로85번길,142,37.42467857,126.8634321,14341,경기도 광명시 가학로85번길 142,경기도 광명시 가학동 27,226802086,http://www.gm.go.kr/up/index.do,https://blog.naver.com/gmupcycle,,,월요일,10:00~18:00,N,N,N,연령제한없음,N,N,N,Y
광명에디슨뮤지엄,,문화관광/명소,관광지,N,경기도,광명시,일직동,,508-4,일직로12번길,24,37.42086151,126.8818411,14344,경기도 광명시 일직로12번길 24,경기도 광명시 일직동 508-4,50714761135,,https://blog.naver.com/edisonsm,,https://www.instagram.com/gmedisonsm/,목요일,"평일 13:00~18:00, 주말 10:00~18:00",Y,Y,Y,연령제한없음,N,N,N,Y
